species_id,batch_id,sample_id,age,tl,bd,ba,pfa
pepamb,3,reared-1-3-12,12,9.613437014,2.3518507,14.24260792,11.02476001
pepamb,3,reared-1-3-12,12,10.53947123,2.640933126,16.32746965,13.40566793
pepamb,3,reared-1-3-12,12,10.01766719,2.574121306,15.06770605,11.56669867
pepamb,3,reared-1-3-12,12,9.434276827,2.542581649,14.00681583,10.7461283
pepamb,3,reared-1-3-12,12,9.623141524,2.319377916,13.32381987,10.89693771
pepamb,3,reared-1-3-15,15,11.9592454,3.514501947,25.24798669,13.39872202
pepamb,3,reared-1-3-15,15,11.24996891,3.167117412,20.37623042,18.41156306
pepamb,3,reared-1-3-15,15,11.58105747,3.366940198,22.21961438,19.94245662
pepamb,3,reared-1-3-15,15,11.1799716,2.718613775,19.19433604,15.81820214
pepamb,3,reared-1-3-15,15,12.47994036,3.478041857,25.24798669,21.17014167
pepamb,3,reared-1-3-15,15,12.30183144,3.32773136,23.98936199,20.23390806
pepamb,3,reared-1-3-15,15,11.66984079,3.286962825,22.10328132,19.05943919
pepamb,3,reared-1-3-20,20,14.32565292,4.160784511,33.90930851,30.58688516
pepamb,3,reared-1-3-20,20,14.01608349,4.227841081,34.31221907,27.08270721
pepamb,3,reared-1-3-20,20,13.56786327,4.084652617,30.83918089,26.37856699
pepamb,3,reared-1-3-20,20,15.0032772,4.739336493,36.65850579,26.28514767
pepamb,3,reared-1-3-20,20,14.43909448,4.103559544,35.56924917,29.76517641
pepamb,3,reared-1-3-20,20,14.43682565,4.319602702,34.06564289,31.10482224
pepamb,3,reared-1-3-20,20,14.5971564,4.285822325,36.46848961,35.63597726
pepamb,3,reared-1-3-20,20,13.68306948,3.674750429,27.65720429,23.6967333
pepamb,3,reared-1-3-20,20,13.5766865,3.80054452,30.25388022,28.57995844
pepamb,3,reared-1-3-20,20,13.26535243,3.958102249,31.88903616,22.51151534
pepamb,3,reared-1-3-20,20,12.8004941,3.835837451,27.35216159,21.53283669
pepamb,3,reared-1-3-20,20,14.7292528,4.396742967,35.09261996,31.58145145
pepamb,3,reared-1-3-20,20,13.89205405,4.014570939,30.57290404,26.06144969
pepamb,3,reared-1-3-20,20,13.33593829,3.69516991,28.30033597,25.85491037
pepamb,3,reared-1-3-20,20,14.24548755,4.309519008,34.7233912,32.04346403
pepamb,3,reared-1-3-20,20,13.62130685,4.382121609,33.01197458,23.48638095
pepamb,3,reared-1-3-20,20,13.61424826,3.816678431,28.14273057,24.96710903
pepamb,3,reared-1-3-20,20,13.7879399,4.302208329,33.22550447,29.49889955
pepamb,3,reared-1-3-20,20,14.38312998,4.348341232,33.50449143,29.00765371
pepamb,3,reared-1-3-20,20,14.98815166,4.439346577,35.29598176,29.38133101
pepamb,3,reared-1-3-20,20,15.22663104,4.31077947,37.57045635,38.15702803
pepamb,3,reared-1-3-20,20,14.5474942,4.015831401,34.04212918,28.15289866
pepamb,3,reared-1-3-20,20,13.93566603,3.882978723,32.15277099,30.3078982
apsnem,1,reared-2-1-1,1,2.681143042,0.516037025,0.534564027,0.250166002
apsnem,1,reared-2-1-1,1,2.61376601,0.618878485,0.658778195,0.69619594
apsnem,1,reared-2-1-1,1,2.586965881,0.539446776,0.654202341,0.633755803
apsnem,1,reared-2-1-1,1,2.823108384,0.481595092,0.673374591,0.549421073
apsnem,1,reared-2-1-1,1,2.985039285,0.52271015,0.722869115,0.820004652
apsnem,1,reared-2-1-1,1,2.620170057,0.514045851,0.654520913,0.57377736
apsnem,1,reared-2-1-1,1,2.577548165,0.483801528,0.543802619,0.222623994
apsnem,1,reared-2-1-1,1,2.852814552,0.585082338,0.777634559,0.789132117
apsnem,1,reared-2-1-1,1,2.329297169,0.524216984,0.59428182,0.531175578
apsnem,1,reared-2-1-1,1,2.657894737,0.5242708,0.70804103,0.610615882
apsnem,1,reared-2-1-1,1,2.668657841,0.54084598,0.717685077,0.623995911
apsnem,1,reared-2-1-3,3,3.306213018,0.684171598,1.155657275,1.155125397
apsnem,1,reared-2-1-3,3,3.289755917,0.568293886,0.983594689,0.811836034
apsnem,1,reared-2-1-3,3,3.23607002,0.673631657,0.967752318,0.867417302
apsnem,1,reared-2-1-3,3,3.451676529,0.696622288,1.091717921,1.109877762
apsnem,1,reared-2-1-3,3,3.214620316,0.658468935,0.996473739,1.014975501
apsnem,1,reared-2-1-3,3,2.693355523,0.615138067,0.753975288,0.587839344
apsnem,1,reared-2-1-3,3,2.450690335,0.429363905,0.555736698,0.305867935
apsnem,1,reared-2-1-3,3,3.020833333,0.595599112,0.995789896,0.714844251
apsnem,1,reared-2-1-3,3,2.745747041,0.608481262,0.851195018,0.682931562
apsnem,1,reared-2-1-3,3,3.179178994,0.671412722,0.919085466,0.909739607
apsnem,1,reared-2-1-3,3,2.764977811,0.627650394,0.829767926,0.714540321
apsnem,1,reared-2-1-3,3,2.839558679,0.666420118,0.974970665,0.744553446
apsnem,1,reared-2-1-6,6,3.89808734,0.904558746,1.864705494,1.332996092
apsnem,1,reared-2-1-6,6,3.218949235,0.664829107,1.116620766,0.437197074
apsnem,1,reared-2-1-6,6,3.621111164,0.810004314,1.280673074,1.10850346
apsnem,1,reared-2-1-6,6,3.121231005,0.604357413,0.892955376,0.68697227
apsnem,1,reared-2-1-6,6,3.658573415,0.896361632,1.715285018,1.123342102
apsnem,1,reared-2-1-6,6,3.730693639,0.81582858,1.507026999,0.520903561
apsnem,1,reared-2-1-6,6,3.852140358,0.869541249,1.693259716,1.587683034
apsnem,1,reared-2-1-6,6,3.937347203,0.865874119,1.60919131,1.654069155
apsnem,1,reared-2-1-6,6,3.844158957,0.888380231,1.644710987,1.302956889
apsnem,1,reared-2-1-6,6,3.929365802,0.887445472,1.887196119,1.304714777
apsnem,1,reared-2-1-6,6,3.969128997,0.958055702,1.760007755,1.656085556
apsnem,1,reared-2-1-9,9,5.421719918,1.419238613,4.218436105,2.583634842
apsnem,1,reared-2-1-9,9,5.65635622,1.495513256,4.565007318,2.81541019
apsnem,1,reared-2-1-9,9,5.269884432,1.591060503,4.409658565,2.75998791
apsnem,1,reared-2-1-9,9,5.424983005,1.479707682,4.312747563,2.950794444
apsnem,1,reared-2-1-9,9,5.118966689,1.433922502,4.121005194,2.566685815
apsnem,1,reared-2-1-9,9,5.285791978,1.472977566,4.135666622,2.652886695
apsnem,1,reared-2-1-9,9,4.472059823,1.130761387,2.914608791,0.97961218
apsnem,1,reared-2-1-9,9,5.456798097,1.498674371,4.273546439,1.857738161
apsnem,1,reared-2-1-9,9,5.180149558,1.507545887,4.072445711,1.721314089
apsnem,1,reared-2-1-9,9,5.886403807,1.434942216,4.783784945,3.555864317
apsnem,1,reared-2-1-9,9,5.192080218,1.378246091,3.644664742,2.267634267
apsnem,1,reared-2-1-12,12,6.550815492,1.733251873,6.03445623,2.776164848
apsnem,1,reared-2-1-12,12,7.240928651,1.834617224,7.12343223,5.108051875
apsnem,1,reared-2-1-12,12,7.80194443,1.954629974,7.998016874,6.705318282
apsnem,1,reared-2-1-12,12,5.841736174,1.636030388,4.577661884,2.707325918
apsnem,1,reared-2-1-12,12,7.134622536,1.830792116,7.150358159,4.823297479
apsnem,1,reared-2-1-12,12,7.366041545,1.773734261,7.262888219,6.628350769
apsnem,1,reared-2-1-12,12,6.773309249,1.597619933,6.456126433,4.420170604
apsnem,1,reared-2-1-15,15,8.68987778,2.499201453,10.90376532,10.41736355
apsnem,1,reared-2-1-15,15,8.361884908,2.187851991,10.17628238,8.738839389
apsnem,1,reared-2-1-15,15,9.313585394,2.357480288,12.18915476,11.29605216
apsnem,1,reared-2-1-15,15,7.639661752,1.933997949,8.00655178,7.256741273
apsnem,1,reared-2-1-15,15,7.320747104,1.91231108,7.580914907,6.946699008
apsnem,1,reared-2-1-15,15,8.202679757,2.238454685,9.624028424,8.823344983
apsnem,1,reared-2-1-15,15,9.096380478,2.431451003,11.64792328,10.49762974
apsnem,1,reared-2-1-15,15,7.034951163,1.854983777,7.0249868,5.71755242
apsnem,1,reared-2-1-15,15,8.374829783,2.100600171,9.985508876,9.548284279
apsnem,1,reared-2-1-18,18,9.796462512,2.478318747,14.22356607,7.768219373
apsnem,1,reared-2-1-18,18,9.500879591,2.393471847,12.457106,6.738400797
apsnem,1,reared-2-1-18,18,9.198193209,2.537119622,13.21749756,6.428871206
apsnem,1,reared-2-1-18,18,8.408327768,1.962528524,9.100559324,4.916653681
apsnem,1,reared-2-1-18,18,10.17610306,2.585462623,15.08479809,12.00896944
apsnem,1,reared-2-1-18,18,9.884071869,2.591184856,15.00420359,12.41817146
apsnem,1,reared-2-1-21,21,9.676388889,2.369246032,12.80470522,6.403927312
apsnem,1,reared-2-1-21,21,11.27083333,2.88531746,18.44057067,16.42101285
apsnem,1,reared-2-1-21,21,10.64285714,2.551190476,14.9675611,13.68142164
apsnem,1,reared-2-1-21,21,11.03809524,2.82202381,17.30245339,9.484048249
apsnem,1,reared-2-1-24,24,12.30047083,3.465484059,20.82515906,11.76788242
apsnem,1,reared-2-1-24,24,11.27435762,3.325008878,20.93477915,9.671813488
apsnem,1,reared-2-1-24,24,11.5514417,3.516261327,21.72404377,11.47224037
apsnem,1,reared-2-1-24,24,10.29463989,2.988383948,18.24875483,13.20556647
apsnem,1,reared-2-1-24,24,11.4442166,3.198710091,21.53602871,17.30668645
apsnem,1,reared-2-1-24,24,10.28381428,3.081174894,19.26124582,9.972770454
apsnem,1,reared-2-1-24,24,9.771917565,2.682947086,15.6577346,8.390919381
apsnem,2,reared-2-2-1,1,2.964894684,0.591050931,0.698381535,1.036238972
apsnem,2,reared-2-2-1,1,2.835673688,0.555221219,0.752067364,0.708410756
apsnem,2,reared-2-2-1,1,2.548757383,0.523960771,0.626220825,0.609422656
apsnem,2,reared-2-2-1,1,3.103254207,0.740610721,0.870461851,0.683974233
apsnem,2,reared-2-2-1,1,2.658976931,0.524406553,0.702293862,0.593462843
apsnem,2,reared-2-2-1,1,2.939206508,0.619915301,0.821681956,0.578713989
apsnem,2,reared-2-2-1,1,3.098740666,0.576228686,0.774609823,0.963053605
apsnem,2,reared-2-2-1,1,3.077398863,0.588543408,0.747658233,0.740019879
apsnem,2,reared-2-2-1,1,3.08653739,0.54847877,0.752191565,0.950633517
apsnem,2,reared-2-2-1,1,3.01615959,0.563969687,0.719992487,0.854657289
apsnem,2,reared-2-2-1,1,3.012760504,0.515100858,0.721079245,0.770883797
apsnem,2,reared-2-2-1,1,2.827315279,0.537167057,0.653203465,0.599952339
apsnem,2,reared-2-2-1,1,3.000501505,0.548367324,0.689532222,0.690556879
apsnem,2,reared-2-2-1,1,3.01432074,0.495987964,0.671026291,0.711391577
apsnem,2,reared-2-2-1,1,3.094059958,0.568817564,0.695338613,0.79249475
apsnem,2,reared-2-2-1,1,2.729800513,0.502953304,0.654693876,0.674162364
apsnem,2,reared-2-2-1,1,2.908614733,0.548367324,0.758029006,0.720085638
apsnem,2,reared-2-2-1,1,2.834559233,0.563245291,0.760544074,0.870741303
apsnem,2,reared-2-2-1,1,3.224395408,0.566755823,0.795692922,0.980503828
apsnem,2,reared-2-2-1,1,3.011088822,0.538448679,0.658730404,0.600542293
apsnem,2,reared-2-2-1,1,2.929900814,0.499721386,0.748869191,0.731201617
apsnem,2,reared-2-2-1,1,2.779783796,0.508302686,0.648328581,0.532790715
apsnem,2,reared-2-2-1,1,3.206341246,0.576005795,0.895519378,0.96240155
apsnem,2,reared-2-2-3,3,3.416101695,0.609322034,0.82690143,1.007986504
apsnem,2,reared-2-2-3,3,2.799636804,0.593280872,0.788317338,0.646036208
apsnem,2,reared-2-2-3,3,3.297457627,0.545096852,0.748047711,0.921108173
apsnem,2,reared-2-2-3,3,2.887227603,0.678329298,0.61408433,0.743284243
apsnem,2,reared-2-2-3,3,2.610835351,0.539043584,0.621449384,0.729177049
apsnem,2,reared-2-2-3,3,2.576876513,0.551150121,0.603568058,0.552708874
apsnem,2,reared-2-2-3,3,3.160835351,0.511380145,0.769959664,0.897290832
apsnem,2,reared-2-2-3,3,3.021973366,0.473728814,0.548165259,0.697335096
apsnem,2,reared-2-2-3,3,2.622154964,0.557082324,0.661132738,0.570993264
apsnem,2,reared-2-2-3,3,2.85901937,0.505024213,0.588178391,0.669047424
apsnem,2,reared-2-2-3,3,3.35653753,0.626392252,0.460700655,1.574765931
apsnem,2,reared-2-2-3,3,2.6968523,0.486198547,0.635849715,0.306913918
apsnem,2,reared-2-2-3,3,3.155447942,0.484624697,0.641675803,0.780915641
apsnem,2,reared-2-2-3,3,2.652663438,0.557445521,0.675716279,0.727051809
apsnem,2,reared-2-2-6,6,3.235639268,0.761796756,1.010401998,1.026429705
apsnem,2,reared-2-2-6,6,3.403308515,0.742566935,1.136326171,1.11887621
apsnem,2,reared-2-2-6,6,3.662689217,0.704551058,1.240752429,0.94344666
apsnem,2,reared-2-2-6,6,3.773408609,0.750628667,1.421652186,1.258694709
apsnem,2,reared-2-2-6,6,3.333045708,0.590281544,0.842521335,0.884696633
apsnem,2,reared-2-2-6,6,4.261328337,1.036413392,2.116696731,1.830933099
apsnem,2,reared-2-2-6,6,3.172624624,0.507963118,0.741322499,0.848319754
apsnem,2,reared-2-2-6,6,3.092894828,0.552709432,0.797720337,0.787983367
apsnem,2,reared-2-2-6,6,3.477935013,0.722375623,1.260226367,0.99699999
apsnem,2,reared-2-2-6,6,3.742271091,0.808983778,1.246714955,1.102957906
apsnem,2,reared-2-2-6,6,3.035353286,0.697968542,0.969430145,0.805378627
apsnem,2,reared-2-2-6,6,3.061461466,0.739460579,1.087805432,0.960513707
apsnem,2,reared-2-2-6,6,3.528450274,0.770450175,1.274831821,1.071941831
apsnem,2,reared-2-2-6,6,3.671120753,0.723780879,1.159410446,1.072051235
apsnem,2,reared-2-2-9,9,4.369818182,1.201818182,2.493719008,1.837024793
apsnem,2,reared-2-2-9,9,5.086181818,1.363636364,3.440909091,2.210578512
apsnem,2,reared-2-2-9,9,3.838636364,1.102545455,1.998347107,0.822231405
apsnem,2,reared-2-2-9,9,4.290818182,1.075090909,2.247355372,1.730661157
apsnem,2,reared-2-2-9,9,4.638909091,1.226818182,2.759090909,2.069421488
apsnem,2,reared-2-2-9,9,4.712545455,1.183454545,2.738099174,1.217438017
apsnem,2,reared-2-2-9,9,3.944454545,0.912,1.880330579,0.748099174
apsnem,2,reared-2-2-9,9,3.862454545,0.884636364,1.510330579,1.38338843
apsnem,2,reared-2-2-9,9,4.353,1.154545455,2.578181818,2.05892562
apsnem,2,reared-2-2-9,9,3.770727273,1.054545455,2.020826446,1.37892562
apsnem,2,reared-2-2-9,9,4.492636364,1.211090909,2.861570248,2.307603306
apsnem,2,reared-2-2-9,9,4.365,1.125090909,2.453884298,1.761570248
apsnem,2,reared-2-2-9,9,4.550636364,1.220363636,2.821900826,1.81214876
apsnem,2,reared-2-2-9,9,5.102909091,1.364363636,3.596115702,2.485702479
apsnem,2,reared-2-2-9,9,4.503363636,1.227545455,2.70338843,1.754132231
apsnem,2,reared-2-2-9,9,3.944272727,1.022272727,1.983553719,1.287107438
apsnem,2,reared-2-2-12,12,7.695483716,2.034314135,7.85240143,7.312201299
apsnem,2,reared-2-2-12,12,7.484921961,2.086638521,7.729617236,6.521652249
apsnem,2,reared-2-2-12,12,5.755350939,1.39343201,4.082071223,3.110365166
apsnem,2,reared-2-2-12,12,8.122428626,1.990932814,9.61515975,8.43965206
apsnem,2,reared-2-2-12,12,8.077808473,1.973289374,9.115971553,7.124250904
apsnem,2,reared-2-2-12,12,9.292889942,2.355298475,12.33905663,9.218123976
apsnem,2,reared-2-2-12,12,6.984847905,2.00265175,6.963222454,4.760403571
apsnem,2,reared-2-2-12,12,8.324894353,2.363510296,10.66863807,8.77504413
apsnem,2,reared-2-2-12,12,6.467409582,1.666731635,5.700407151,3.885817799
apsnem,2,reared-2-2-12,12,4.829416942,1.430936414,3.484504707,1.42409536
apsnem,2,reared-2-2-12,12,6.672148352,2.100817673,6.874656806,4.353806733
apsnem,2,reared-2-2-12,12,7.413518614,1.951106195,7.607587863,4.710585394
apsnem,2,reared-2-2-12,12,8.02247187,2.164293131,8.617034963,7.456875298
apsnem,2,reared-2-2-12,12,8.077299299,2.197234003,8.538533593,7.062103987
apsnem,2,reared-2-2-15,15,7.141647435,1.839763353,7.380343623,6.135648364
apsnem,2,reared-2-2-15,15,7.710037468,1.923382194,8.333584398,7.006375632
apsnem,2,reared-2-2-15,15,7.132398821,1.867529264,7.154899943,6.073833161
apsnem,2,reared-2-2-15,15,7.892835567,1.931436683,8.541126843,4.355594289
apsnem,2,reared-2-2-15,15,9.127620835,2.226925712,11.39133913,10.01070637
apsnem,2,reared-2-2-15,15,8.039010493,2.074504209,8.880411192,8.351485633
apsnem,2,reared-2-2-15,15,7.548206797,2.033584528,8.602662339,5.865171888
apsnem,2,reared-2-2-15,15,7.775874888,2.224915435,8.53441388,5.831047659
apsnem,2,reared-2-2-15,15,7.77007987,2.057717891,8.903626856,7.235735208
apsnem,2,reared-2-2-15,15,8.79679976,2.364778558,11.41371568,10.7522091
apsnem,2,reared-2-2-18,18,10.06038266,2.551875377,14.82387443,13.10227628
apsnem,2,reared-2-2-18,18,9.8023445,2.609935395,15.19390472,13.47777692
apsnem,2,reared-2-2-18,18,7.392932816,2.006241274,8.206701322,6.342092518
apsnem,2,reared-2-2-18,18,8.253504762,2.230627865,10.16860426,8.030087077
apsnem,2,reared-2-2-18,18,9.565739845,2.498021804,13.61766166,12.62322968
apsnem,2,reared-2-2-18,18,9.876309152,2.397288503,13.92908102,11.69444193
apsnem,2,reared-2-2-18,18,9.353946893,2.419032348,1.349223428,12.11604983
apsnem,2,reared-2-2-18,18,8.698547887,2.512370765,11.12630672,10.09748967
apsnem,2,reared-2-2-18,18,9.65498449,2.464002571,13.8595294,12.27859745
apsnem,2,reared-2-2-18,18,9.891154268,2.609634935,13.7368372,12.41457479
apsnem,2,reared-2-2-18,18,10.0164759,2.94648662,15.74367517,14.57458265
apsnem,2,reared-2-2-18,18,9.097970449,2.522537001,12.79749949,9.765361112
apsnem,2,reared-2-2-18,18,10.13485335,2.549347161,16.18325709,14.43430717
apsnem,2,reared-2-2-18,18,8.700793433,2.339295693,11.18452691,9.765751852
apsnem,2,reared-2-2-21,21,9.61233428,2.740293561,14.73607317,13.99539682
apsnem,2,reared-2-2-21,21,8.72790404,2.34927399,10.5784774,9.573134777
apsnem,2,reared-2-2-21,21,11.29083807,2.949021465,18.99720017,16.84133769
apsnem,2,reared-2-2-21,21,8.414614899,2.17053346,10.07911442,9.341162573
apsnem,2,reared-2-2-21,21,11.68304135,3.239030934,20.4330147,19.76979215
apsnem,2,reared-2-2-21,21,11.19180082,3.280855429,20.63579577,18.46086175
apsnem,2,reared-2-2-21,21,10.2491714,2.78744476,15.85623425,13.87785386
apsnem,2,reared-2-2-21,21,11.23086332,3.072127525,19.21554984,18.62355366
apsnem,2,reared-2-2-21,21,8.359375,2.168166035,10.94044745,8.458811925
apsnem,2,reared-2-2-21,21,9.635416667,2.711489899,13.61396602,13.11966283
apsnem,2,reared-2-2-21,21,10.45020518,2.842290088,17.4033643,15.87647344
apsnem,2,reared-2-2-21,21,9.501262626,2.629024621,13.4357055,11.24286759
apsnem,2,reared-2-2-21,21,10.98761048,2.976444129,17.74159223,8.110464404
apsnem,2,reared-2-2-21,21,10.29474432,2.742463699,15.81030687,15.07897168
apsnem,2,reared-2-2-21,21,10.2977036,2.807370581,16.72223787,15.22765185
apsnem,2,reared-2-2-21,21,11.04817708,2.881352588,17.84006365,9.703521837
apsnem,2,reared-2-2-21,21,10.03728693,2.601404672,15.23816066,12.93089351
apsnem,2,reared-2-2-24,24,12.9258855,4.109677902,30.67893257,25.59279335
apsnem,2,reared-2-2-24,24,11.91977829,3.324979938,21.62818129,22.52532565
apsnem,2,reared-2-2-24,24,10.91641687,3.070621302,19.13482408,17.26741752
apsnem,2,reared-2-2-24,24,11.94531053,3.191038441,21.22661344,21.00687304
apsnem,2,reared-2-2-24,24,11.01572531,2.970594946,17.80013325,16.0120344
apsnem,2,reared-2-2-24,24,10.90904299,3.000592035,17.15213118,14.69436572
apsnem,2,reared-2-2-24,24,11.92568487,3.455691796,22.69283902,23.33697242
apsnem,2,reared-2-2-24,24,12.9870067,3.528860225,25.34984093,25.40438917
apsnem,2,reared-2-2-24,24,10.74681757,2.961594442,17.87363796,19.19130664
apsnem,2,reared-2-2-24,24,12.11876101,3.446162198,23.09943614,22.89130174
apsnem,2,reared-2-2-24,24,12.99205572,3.491996711,25.12545813,25.69956862
apsnem,2,reared-2-2-24,24,11.93957704,3.27740079,20.16118198,21.61850962
apsnem,2,reared-2-2-24,24,11.20107353,3.166881058,18.78935193,16.39928818
apsnem,2,reared-2-2-24,24,10.41569896,2.469214187,14.62202161,11.8702373
apsnem,2,reared-2-2-24,24,11.9299491,3.265575828,21.17709448,18.52512183
apsnem,2,reared-2-2-24,24,13.599869,4.088868171,28.80340181,26.81645338
apsnem,2,reared-2-2-24,24,11.30142442,3.051221834,18.33439645,14.86497403
apsnem,2,reared-2-2-24,24,11.57123497,3.10775428,19.74297885,15.79035967
apsnem,2,reared-2-2-24,24,12.33405125,3.309059904,22.68123301,22.44601793
apsnem,2,reared-2-2-24,24,11.17730166,2.971505617,17.55137783,15.44682185
apsnem,2,reared-2-2-24,24,12.31207712,3.301804034,21.90711233,19.55380094
apsnem,3,reared-2-3-1,1,2.989750446,0.652257873,0.87575117,0.908481512
apsnem,3,reared-2-3-1,1,3.326252723,0.664042385,0.888598136,0.660466427
apsnem,3,reared-2-3-1,1,2.720390176,0.611358685,0.849689482,0.736444951
apsnem,3,reared-2-3-1,1,2.971083383,0.59204793,0.807103262,0.819410851
apsnem,3,reared-2-3-3,3,2.518411186,0.567712956,0.729004086,0.601869033
apsnem,3,reared-2-3-3,3,2.410932604,0.520113745,0.716780697,0.62770349
apsnem,3,reared-2-3-3,3,2.709514408,0.571462209,0.743028505,0.596259265
apsnem,3,reared-2-3-3,3,2.641267139,0.562279256,0.7571415,0.695876931
apsnem,3,reared-2-3-3,3,2.550524352,0.653402402,0.805385503,0.60086518
apsnem,3,reared-2-3-3,3,3.38753147,0.568691022,0.871196936,1.080175549
apsnem,3,reared-2-3-3,3,3.479252323,0.604227418,0.84878739,0.745567663
apsnem,3,reared-2-3-3,3,3.536197497,0.732028038,1.085460541,1.064468199
apsnem,3,reared-2-3-3,3,3.828367535,0.655141186,1.136007501,0.964584807
apsnem,3,reared-2-3-3,3,3.451160095,0.582492619,0.915130276,0.740577922
apsnem,3,reared-2-3-3,3,3.855807719,0.662096321,1.01102778,0.988204882
apsnem,3,reared-2-3-3,3,3.709315173,0.641937295,0.942204786,0.856139139
apsnem,3,reared-2-3-6,6,2.990649079,0.745979104,1.118053362,0.847367937
apsnem,3,reared-2-3-6,6,3.390718899,1.071840012,1.748570766,1.267078643
apsnem,3,reared-2-3-6,6,2.902002344,0.783158367,0.983857858,0.892528809
apsnem,3,reared-2-3-6,6,3.170411191,0.875994315,1.268309795,1.170041528
apsnem,3,reared-2-3-6,6,3.956262624,0.884148318,1.656738064,1.230759677
apsnem,3,reared-2-3-6,6,3.813380545,0.972720245,1.69579914,1.329755442
apsnem,3,reared-2-3-6,6,4.332917737,0.975188889,1.92904637,1.455220963
apsnem,3,reared-2-3-6,6,2.912550183,0.708425804,1.029298538,0.889227084
apsnem,3,reared-2-3-6,6,2.540233898,0.631224597,0.769581552,0.605950338
apsnem,3,reared-2-3-9,9,4.308252427,1.29038835,2.828259025,1.954284098
